1, 46
2, 43
3, 42
4, 40
5, 39
6, 38
7, 37
8, 37
9, 36
10, 35
11, 35
12, 34
13, 34
14, 34
15, 34
16, 34
17, 35
18, 35
19, 36
20, 36
21, 35
22, 35
23, 35
24, 35
25, 36
26, 36
27, 35
28, 35
29, 35
30, 36
31, 36
32, 37
33, 38
34, 38
35, 39
36, 39
37, 40
38, 40
39, 40
40, 40
41, 40
42, 40
43, 40
44, 40
45, 41
46, 41
47, 41
48, 41
49, 41
50, 42
51, 42
52, 43
53, 43
54, 44
55, 45
56, 45
57, 45
58, 45
59, 44
60, 43
61, 43
62, 42
63, 42
64, 43
65, 43
66, 43
67, 42
68, 42
69, 42
70, 42
71, 43
72, 43
73, 44
74, 44
75, 44
76, 45
77, 45
78, 45
79, 45
80, 45
81, 45
82, 45
83, 46
84, 45
85, 45
86, 45
87, 45
88, 45
89, 44
90, 44
91, 44
92, 44
93, 44
94, 44
95, 43
96, 43
97, 43
98, 43
99, 43
100, 43
101, 43
102, 43
103, 43
104, 43
105, 43
106, 43
107, 43
108, 43
109, 43
110, 43
111, 43
112, 43
113, 43
114, 44
115, 44
116, 45
117, 46
118, 46
119, 47
120, 47
121, 47
122, 47
123, 47
124, 47
125, 46
126, 45
127, 45
128, 44
129, 42
130, 41
131, 40
132, 39
133, 37
134, 36
135, 35
136, 35
137, 34
138, 34
139, 33
140, 33
141, 33
142, 34
143, 34
144, 35
145, 36
146, 36
147, 36
148, 37
149, 37
150, 37
151, 38
152, 38
153, 38
154, 38
155, 38
156, 38
157, 38
158, 39
159, 39
160, 40
161, 40
162, 40
163, 40
164, 41
165, 42
166, 43
167, 43
168, 44
169, 44
170, 44
171, 44
172, 44
173, 44
174, 44
175, 44
176, 44
177, 44
178, 44
179, 44
180, 44
181, 44
182, 45
183, 45
184, 46
185, 46
186, 46
187, 46
188, 46
189, 46
190, 46
191, 47
192, 48
193, 48
194, 48
195, 48
196, 48
197, 48
198, 49
199, 49
200, 49
201, 49
202, 50
203, 50
204, 50
205, 50
206, 50
207, 50
208, 50
209, 50
210, 49
211, 49
212, 49
213, 49
214, 49
215, 49
216, 49
217, 49
218, 49
219, 50
220, 50
221, 50
222, 51
223, 51
224, 51
225, 50
226, 50
227, 49
228, 49
229, 47
230, 46
231, 45
232, 44
233, 43
234, 42
235, 42
236, 41
237, 41
238, 41
239, 40
240, 40
241, 40
242, 40
243, 40
244, 39
245, 38
246, 37
247, 37
248, 37
249, 37
250, 36
251, 35
252, 34
253, 34
254, 33
255, 34
256, 34
257, 35
258, 35
259, 36
260, 37
261, 37
262, 38
263, 39
264, 40
265, 40
266, 40
267, 40
268, 39
269, 38
270, 37
271, 37
272, 35
273, 33
274, 32
275, 30
276, 30
277, 29
278, 28
279, 27
280, 26
281, 26
282, 26
283, 26
284, 27
285, 27
286, 27
287, 27
288, 27
289, 27
290, 28
291, 28
292, 29
293, 29
294, 30
295, 30
296, 30
297, 30
298, 30
299, 30
300, 31
301, 31
302, 53
